#t,c
0,0
0.0545550177,0.0802854959
0.1091114624,0.1495661262
0.1636676298,0.2153452085
0.2182228105,0.286376613
0.2727778788,0.3646612242
0.3273336879,0.4496988211
0.3818911077,0.5439905093
0.4364461037,0.6532888324
0.4910011649,0.7520825111
0.5455555401,0.8526269638
0.6001103183,0.9474188733
0.6546644172,1.0434613356
0.7092189186,1.1375029133
0.7637713066,1.2310442699
0.8183261785,1.3203337466
0.8728811669,1.4101234445
0.9274364654,1.4926599355
0.9819911582,1.5634412294
1.0365454114,1.6274695376
1.0910999253,1.6842446391
1.1456545482,1.7345168654
1.2002089151,1.7780361062
1.2547633247,1.8143021401
1.3093176591,1.8440652991
1.363872321,1.8680759146
1.4184269754,1.8863339869
1.4729812475,1.8995898476
1.5275354607,1.9085938284
1.5820882907,1.9140962612
1.6366426565,1.9178479199
1.6911968777,1.9220997997
1.7457512979,1.926101569
1.8003059175,1.9316040017
1.8548602828,1.9413583143
1.909414497,1.9538638432
1.9639685896,1.9721219155
2.0185228896,1.9956323099
2.0730769413,2.0263959112
2.127631078,2.066913825
2.1821851502,2.1121838398
2.2367392769,2.1642068402
2.2912931585,2.2232329368
2.3458468602,2.2890120191
2.400400949,2.3610438659
2.4549548966,2.4383280348
2.509510171,2.5211146364
2.5640642117,2.606902565
2.6186183929,2.6966922629
2.6731724967,2.7894832877
2.7277334154,2.8832747548
2.782287777,2.9783167749
2.8368421632,3.0728585737
2.8913970071,3.1689010361
2.9459515382,3.2594410657
3.0005056134,3.3454791049
3.0550597992,3.4270151536
3.1096137524,3.5035489908
3.1641680479,3.5723294
3.2187225364,3.6361075977
3.2732766209,3.6921323674
3.3278303474,3.6986352424
3.3823847646,3.7011363482
